"Revision";"guid";"link";"category";"title";"description";"pubDate"
"2.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28260";"CVE";".NET DLL Hijacking Remote Code Execution Vulnerability";"";"Thu, 13 Apr 2023 07:00:00 Z"
"1.1000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21727";"CVE";"Remote Procedure Call Runtime Remote Code Execution Vulnerability";"";"Wed, 12 Apr 2023 07:00:00 Z"
"1.1000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28314";"CVE";"Microsoft Dynamics 365 (on-premises) Cross-site Scripting Vulnerability";"";"Wed, 12 Apr 2023 07:00:00 Z"
"1.1000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24860";"CVE";"Microsoft Defender Denial of Service Vulnerability";"";"Wed, 12 Apr 2023 07:00:00 Z"
"1.1000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28296";"CVE";"Visual Studio Remote Code Execution Vulnerability";"";"Wed, 12 Apr 2023 07:00:00 Z"
"2.1000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-43552";"CVE";"Open Source Curl Remote Code Execution Vulnerability";"";"Wed, 12 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21727";"CVE";"Remote Procedure Call Runtime Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21729";"CVE";"Remote Procedure Call Runtime Information Disclosure Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21769";"CVE";"Microsoft Message Queuing Denial of Service Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23384";"CVE";"Microsoft SQL Server Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24914";"CVE";"Win32k Elevation of Privilege Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24931";"CVE";"Windows Secure Channel Denial of Service Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28216";"CVE";"Windows Advanced Local Procedure Call (ALPC) Elevation of Privilege Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28217";"CVE";"Windows Network Address Translation (NAT) Denial of Service Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28218";"CVE";"Windows Ancillary Function Driver for WinSock Elevation of Privilege Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28221";"CVE";"Windows Error Reporting Service Elevation of Privilege Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28222";"CVE";"Windows Kernel Elevation of Privilege Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.1000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28285";"CVE";"Microsoft Office Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28287";"CVE";"Microsoft Publisher Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28288";"CVE";"Microsoft SharePoint Server Spoofing Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28291";"CVE";"Raw Image Extension Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28292";"CVE";"Raw Image Extension Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28295";"CVE";"Microsoft Publisher Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28297";"CVE";"Windows Remote Procedure Call Service (RPCSS) Elevation of Privilege Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28298";"CVE";"Windows Kernel Denial of Service Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28300";"CVE";"Azure Service Connector Security Feature Bypass Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28305";"CVE";"Windows DNS Server Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28309";"CVE";"Microsoft Dynamics 365 (on-premises) Cross-site Scripting Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.1000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28313";"CVE";"Microsoft Dynamics 365 Customer Voice Cross-Site Scripting Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28314";"CVE";"Microsoft Dynamics 365 (on-premises) Cross-site Scripting Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24893";"CVE";"Visual Studio Code Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-21554";"CVE";"Microsoft Message Queuing Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-23375";"CVE";"Microsoft ODBC and OLE DB Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24860";"CVE";"Microsoft Defender Denial of Service Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24912";"CVE";"Windows Graphics Component Elevation of Privilege Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24924";"CVE";"Microsoft PostScript and PCL6 Class Printer Driver Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24883";"CVE";"Microsoft PostScript and PCL6 Class Printer Driver Information Disclosure Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24925";"CVE";"Microsoft PostScript and PCL6 Class Printer Driver Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24884";"CVE";"Microsoft PostScript and PCL6 Class Printer Driver Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24926";"CVE";"Microsoft PostScript and PCL6 Class Printer Driver Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24885";"CVE";"Microsoft PostScript and PCL6 Class Printer Driver Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24927";"CVE";"Microsoft PostScript and PCL6 Class Printer Driver Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24886";"CVE";"Microsoft PostScript and PCL6 Class Printer Driver Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24928";"CVE";"Microsoft PostScript and PCL6 Class Printer Driver Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24887";"CVE";"Microsoft PostScript and PCL6 Class Printer Driver Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-24929";"CVE";"Microsoft PostScript and PCL6 Class Printer Driver Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28219";"CVE";"Layer 2 Tunneling Protocol Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28220";"CVE";"Layer 2 Tunneling Protocol Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28223";"CVE";"Windows  Domain Name Service Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28224";"CVE";"Windows Point-to-Point Protocol over Ethernet (PPPoE) Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28225";"CVE";"Windows NTLM Elevation of Privilege Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28226";"CVE";"Windows Enroll Engine Security Feature Bypass Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28227";"CVE";"Windows Bluetooth Driver Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28228";"CVE";"Windows Spoofing Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28229";"CVE";"Windows CNG Key Isolation Service Elevation of Privilege Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28231";"CVE";"DHCP Server Service Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28232";"CVE";"Windows Point-to-Point Tunneling Protocol Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28233";"CVE";"Windows Secure Channel Denial of Service Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28234";"CVE";"Windows Secure Channel Denial of Service Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28235";"CVE";"Windows Lock Screen Security Feature Bypass Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28236";"CVE";"Windows Kernel Elevation of Privilege Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28237";"CVE";"Windows Kernel Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28238";"CVE";"Windows Internet Key Exchange (IKE) Protocol Extensions Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28240";"CVE";"Windows Network Load Balancing Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28241";"CVE";"Windows Secure Socket Tunneling Protocol (SSTP) Denial of Service Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28266";"CVE";"Windows Common Log File System Driver Information Disclosure Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28243";"CVE";"Microsoft PostScript and PCL6 Class Printer Driver Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28267";"CVE";"Remote Desktop Protocol Client Information Disclosure Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28244";"CVE";"Windows Kerberos Elevation of Privilege Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28268";"CVE";"Netlogon RPC Elevation of Privilege Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28269";"CVE";"Windows Boot Manager Security Feature Bypass Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28246";"CVE";"Windows Registry Elevation of Privilege Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28270";"CVE";"Windows Lock Screen Security Feature Bypass Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28247";"CVE";"Windows Network File System Information Disclosure Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28248";"CVE";"Windows Kernel Elevation of Privilege Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28271";"CVE";"Windows Kernel Memory Information Disclosure Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28272";"CVE";"Windows Kernel Elevation of Privilege Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28249";"CVE";"Windows Boot Manager Security Feature Bypass Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28250";"CVE";"Windows Pragmatic General Multicast (PGM) Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28273";"CVE";"Windows Clip Service Elevation of Privilege Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28274";"CVE";"Windows Win32k Elevation of Privilege Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28252";"CVE";"Windows Common Log File System Driver Elevation of Privilege Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28275";"CVE";"Microsoft WDAC OLE DB provider for SQL Server Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28253";"CVE";"Windows Kernel Information Disclosure Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28276";"CVE";"Windows Group Policy Security Feature Bypass Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28254";"CVE";"Windows DNS Server Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28277";"CVE";"Windows DNS Server Information Disclosure Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28255";"CVE";"Windows DNS Server Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28278";"CVE";"Windows DNS Server Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28256";"CVE";"Windows DNS Server Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28260";"CVE";".NET DLL Hijacking Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28262";"CVE";"Visual Studio Elevation of Privilege Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28263";"CVE";"Visual Studio Information Disclosure Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28293";"CVE";"Windows Kernel Elevation of Privilege Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28296";"CVE";"Visual Studio Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28299";"CVE";"Visual Studio Spoofing Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28302";"CVE";"Microsoft Message Queuing Denial of Service Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28304";"CVE";"Microsoft ODBC and OLE DB Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28306";"CVE";"Windows DNS Server Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28307";"CVE";"Windows DNS Server Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28308";"CVE";"Windows DNS Server Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28311";"CVE";"Microsoft Word Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28312";"CVE";"Azure Machine Learning Information Disclosure Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28285";"CVE";"Microsoft Office Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"1.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-28313";"CVE";"Microsoft Dynamics 365 Customer Voice Cross-Site Scripting Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"3.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-43552";"CVE";"Open Source Curl Remote Code Execution Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"2.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-38023";"CVE";"Netlogon RPC Elevation of Privilege Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"3.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34716";"CVE";".NET Spoofing Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
"2.0000000000";"System.Xml.XmlElement";"https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-26923";"CVE";"Active Directory Domain Services Elevation of Privilege Vulnerability";"";"Tue, 11 Apr 2023 07:00:00 Z"
